Image,Label
10192,4
26070,4
21103,6 4
15666,0
8677,5 4
9359,2 7
23114,6 5 4
12487,9 7
14594,0
4237,6 2
961,6 2
14724,2 4
14885,7
19231,6 4
14113,6 2
18814,6 4
14583,8 4
15663,4
4244,2 4
19244,3
5975,4
2043,6 4
7221,0 9
13837,7
30867,4 7
23610,6 4
29394,1
29397,0
3416,6
29189,6
30885,9
16603,6 4
23273,4 7
29062,3
942,3 2 4
7659,4
12104,7
5464,6 7
10631,0 4
13999,0
26068,0 4 7
2405,2
13690,4
3073,3 4
5956,4
27802,4 7
23022,3 4
26161,4
21413,1
25621,4
7411,5
18249,4
1471,6
22087,0
18813,3 4
19501,9
1444,4
25616,2 4
7828,1
12519,6 4
28223,6 3 4
11696,2
27014,9
11609,6 4
22671,6 4
7058,6 4
8072,4
30480,1
17749,4
15676,5
8976,7
3670,2 4
14727,1
27178,4
1319,4 7
14128,8 4
5849,3 4
6587,6 4
24009,6
9325,9
24821,3
27375,6 5
19714,3
4650,4
15933,9 7
26774,6 4
5025,4
7444,6 5
30698,6
21053,6 1
28950,3
27508,1 4
15108,0 4
4048,0
17894,6 1 4
10748,4
16711,6 4
10847,3 4
14576,8 4
9286,2 4
29888,6 3
25111,6 4
23116,5 4
28607,6 0 4
27333,2 4
13078,2 4
21636,6 2
17493,9
6671,8
29453,9
25066,0
3737,2
21878,6 9
28862,5
14816,6
16088,9
4353,6 4 7
20780,6
12507,6 5 4
15120,5
16701,6 2 4
29211,0 4
27226,4
24795,5 4
18246,5 4
15058,0
7957,6
8845,1
29163,6 4
17756,6 7
4495,0
22550,6
2814,6 7
13459,5 4
9300,2
10249,2
9336,1
4584,2
10066,6
12080,3 4
28669,2
19103,8 6
11998,4 7
841,0
25789,6 5 4
7254,0
3267,9
22521,3 4 7
26098,5 4
14691,6 2
19194,4
9322,1 4
25626,6 2 4
5377,4
30722,6
16517,6 3
17849,7
8555,4 7
14209,3 2 4
29860,6 4
6455,5
4656,5
26422,4
30842,9
14193,0
5964,3 9 7
2114,0 4
20777,5
29558,6 4
27849,0
5879,0
24356,6 3
19972,2
18921,5 4
28342,6 4
7603,9
12499,5 4
10471,2
26180,3
29208,2 4
25310,5
5284,6
30303,8
24346,0
26424,1 4
3874,1
24909,8 4
16842,4
11275,1
24434,6 3 4
20513,6 4
25786,0
15167,6 4 7
26790,7
17322,1 4
26842,4
4981,2 4
20425,6 4
19247,8 6
6063,5 4
17662,4
23798,3
13602,4
8768,6
23845,4
22629,6
8367,5 4
13965,2 4
11320,2 4
4716,3 2
26079,6 4
20327,4
26974,6 4
30253,0 7
20408,0
20496,6 4 7
11387,0 4
21457,6 2 4
3580,7
11876,3
29598,3
12481,9
24221,0
24229,9
16511,1 2
19457,6 2
3618,2
13373,6
24601,0
9207,6
13905,6 4
10468,3
24275,0
30616,6 4
7779,0
25695,8 6
8883,1
16108,7
725,7
18552,1
17363,8
28778,3 1
7304,6 4
22001,1
12037,3
22250,6 5 4
26166,6 4
18248,1
6585,8 4
13709,6
14002,4
13512,4
6865,4
11493,6 5
30281,0 4
29737,4
30389,4 7
25934,7
21373,0 4
7626,6 1
19588,2 4
5896,4
19966,6 3
14905,9 2 4
20198,7
29688,1
19096,4
4788,2
27652,6 2 4
16016,6 1
14610,4
14124,7
14421,2
542,2 4
347,4
30277,6 0
17824,4
6876,6 4
552,6 7
25738,7
23973,5
11640,7
29378,6 4
12894,3 7
21437,3 4
13226,6 4 7
10124,6 7
17071,4
8634,4
5570,4
3466,1 4
13705,6 9
23560,3
15428,9
30523,6
27057,6
4208,0
12444,6 1 4
1216,3 4
19643,6 4
12224,6 4
14568,5
22466,3 1
5202,7
31052,7
1081,6
29431,6 9 5 7
14923,4
1223,6 4
2496,6 2 4
30231,0
26026,4
506,4 7
18791,2
7506,1
16049,6
2767,0
2749,3 4
28497,3 4
22575,8 6
28306,1
19439,2 4
2397,9
24492,0
667,2
14449,8 2
30988,2 4
8598,4
7969,4 7
17539,6 1 4
10837,1 4
24915,6 4
857,4
25652,2 4
2123,6
10029,3 4
24590,4
23019,6 4
12171,5
22361,6
12635,0
19203,1
21616,8 4
2813,0
27739,4
19822,8
27891,8
25290,7
29100,2 4
16371,4
18389,0
15477,3 4
25337,3
21989,8 6
22172,0
8604,0
21327,3 5
6874,5
5938,3
19928,4
1308,9
5544,1 4 7
10883,0 5
21244,9 4
25244,4
12086,8 6
25321,2
8625,6
9580,0
15904,3
11314,5
10362,3
24040,1
20764,4 7
1593,3 4
5112,6
12749,6 4
27984,9
18120,2 4
23262,1
19215,0
19589,6 9
4806,9
14344,6
7302,6
8684,0
22235,6 1
21405,1 4
12926,7
28824,6
27142,4
26213,2
11614,3 4
23967,4
14513,8 3
20762,4
21648,9
23843,9 4
27578,3 1
11679,6 4
346,4 7
10475,6 7
22406,3 2
25914,2
15825,3
22859,0
8301,6 9
20181,3 4
16619,1 4
22030,2 4
19739,1 4
14812,8 4
25167,4
1661,3 4
5651,6 5 4
8819,6 7
16757,6 4
19813,1
1105,6 3 4
29156,2 4
25463,2 7
26649,4
7292,8 4
7125,3
10845,6 4 7
4607,4
12856,3
21344,1 4
29174,0 4
18262,2
8529,6 2
5028,6 3 4
3456,1
29340,6 1
891,6 4
5684,6 4
5618,5
10035,6 4
4801,6 4
28152,5
18722,0
20268,2 4
15807,6 2
28067,9
8930,6 2 4
25900,7
28167,4
14104,6 4
20203,6 1
25263,0 4
18033,6 5
27813,6 4
27863,2
1639,7
23468,2
30641,7
244,6 2 4
17793,6 4
22411,5 4
2994,4
1349,6
26582,1
25208,4
13641,4
6430,2 4
16828,4
18097,6 4
17645,6 4 7
5711,1
15244,3
16263,6
1814,2 4
13386,6 5
10200,6 4
14256,6 4
13863,3
14164,4
1495,6 4
3108,4
15064,6
7050,9 4
1691,6 4
30384,6 7
21546,4 7
18595,6 4
4614,7
3885,3
13811,6 4
2703,0 4
1671,6
27218,2 4
3749,0 4
217,7
25299,0
13408,3 4
24006,5 4
24314,4
19898,6 9 7
11242,0
6927,8
24427,4
3371,0 9
30550,6
24378,4
2965,7
9335,1
4579,6
8534,6 5
14845,6 4
16564,4
9823,8
2088,4
5178,6 2
8007,0
21692,2
318,8 4
14817,6 5
30219,6 2
10652,9
11648,8
24944,4
1003,6 3
1878,6 4
6132,4
10712,4
17222,4
10068,6 2 7
23723,2
10178,3
23436,6 0 4
26486,9
5994,3 2
10863,9
1315,6 2 4
18133,6 4 7
597,2 4
22416,0
20419,4
29618,2
6994,6 9
16076,6 4
25222,6 9
2790,4 7
17985,8 6
7763,6 4
15080,5 4
15071,3
23571,6
29588,6 4
28217,2 4
23865,0
5453,4
7635,3
23876,2 4
9725,1
162,1
13647,4
16874,3 4
733,2 4
1600,6 5
12352,6
16459,6 9
26104,8
20655,0 2
23922,1
23246,0 4
260,4
30208,6 7
24674,6 1 4 7
9458,2 4
6581,3
7353,8 6 4
6445,4 7
30792,4
28622,3
26298,3
20354,0
14373,6 5 4
7982,4
8891,3
6566,2 4
13856,7
20626,0
17671,2 4
2824,1
20726,4
18373,1
5418,4
21246,7
15794,2 4
22143,5
26632,6 4
8870,1
30836,5
22459,7
13434,4
6863,3
29458,4
19089,4
2317,5
21880,6 2
2242,2 4
24838,2
30704,6
30127,9
18070,6 7
1141,4
9810,4
10015,6 4
15118,6 4
13840,6 4
8797,8 6
27478,3
28283,5
7983,0
21776,9
6429,6
26321,6 3 4
15133,7
21005,1 4
23713,7
3033,6 2 4
1679,6 4
27699,4
6828,3 4
5054,6 5 4
2986,9
6185,4
6172,9
28699,6 1 2
14133,9 4
25883,6 4
28508,6
6849,6 3
27252,3
13976,8
22971,5
10277,0
13683,6
16258,6 4
11991,6 4
1752,2 4
16555,4 7
4876,6
797,4
1437,6 7
7309,6
6122,0
9775,7
1715,8
21701,4
15029,4 7
29873,6 4
20672,6
20297,6 1
11898,6 4
27850,6
17380,1 4
26190,4
4330,4 7
18101,6 9
16559,6 4
15906,1
20068,8 4
2049,2 4
28825,6 9 7
19828,1 4
463,3
27982,0
4910,0 9
20104,0
3382,0
7777,3 4
1392,5 4
7792,6
24335,3 4
14558,5
11051,6 4 7
24671,1
21101,6 2
30620,4
22211,5
9551,3 4 7
15784,2 4
4557,2 4
30822,6 2
22377,7
28683,0
20182,6 4
14152,1 4
13098,6 4
11306,3
24420,6
18799,6 3 4 7
28496,0
12721,7
3628,0
12363,6 2
17705,8 4
27735,3 4
6988,4
12807,0 4
1891,2 4
19422,4
25029,8 4
19464,0 9
5837,3 4
28795,6 9
2717,3 4
20612,3 4
21054,4
21295,1
5179,1
29794,7
16110,3 4
29843,1
13086,6 2 4 7
27401,3
2653,4
8442,4
10408,6 0 4
28809,6 2 4
17443,6
13960,6
28411,4
20660,6 3
24996,1 4
26296,4 7
9264,8 0
29804,0 2 4
24271,2 4
25829,4
25440,6 7
27846,3
12710,6 9
16796,4
7925,6 4
22241,2 4
24767,6
25588,2 4
7950,2
15776,3 2 4
24175,4
20460,6
28954,4
9992,6
20885,9
11044,4
1040,4
26054,6
12627,6
13635,0 4
17016,6 2 4
8913,7
679,6 5
30448,6
17871,2
30556,5
29048,3
28896,7
960,8 0 4
30438,4
24444,6 0 7
20536,6
20907,7
7166,4
131,6 4
578,1
22519,6 0
16824,0 4
15569,4
28016,6 4
25423,5
11741,9
2348,1
26635,7
22248,8 6 4
23229,9
28104,9
28584,6 1
21355,3
4603,6 4
726,4
11030,6 4
29997,5
13341,6
24464,2 4
19163,6 1
29143,0
3708,3
13672,0
12493,6 0 7
226,6
10590,4
13760,6
25758,6
459,6
23645,7
10234,6 1 4
14799,6
10045,6 2 4
11028,9
14963,6 4
6714,5
30800,4
8236,6
8416,8 6 4
26946,8 6
6323,9 7
19447,1 4
12468,3 4
8245,6
641,1
12760,6 4
14548,6
14745,6
19512,1 4
25370,6 3 7
12393,8 4
417,6 9
30070,2 4
27219,6 2
18746,0 4
28796,9 7
27575,7
29051,1 4
22682,0 2
10312,4 7
15915,0 2 4
1986,8 4
6514,0
437,0
23470,6
9211,4
3458,1
11126,6 4
5577,6
16587,1
5840,6 4
6531,0
7806,2
21214,6 2
26407,8
19016,6
30615,6 3 4
1259,3
10250,4
6258,9
20778,4
29665,1
24395,3
27679,6 5
10691,4
29060,8 2
21300,6
19126,8 3
28877,8 6 2
6756,6
10526,2 4
949,7
26423,8
6912,3
17377,4
11002,8
11207,6
4517,4
23655,2
10629,4
1463,2
29279,8
24870,9
11065,0
24923,4 7
29050,2
21521,2 4
17770,0 4
18889,2
9591,0 4
24475,4
25540,5
19375,0
24586,3
4033,0 9
19082,4 7
19162,6 2 4
9611,5 4
563,0
22013,2 4
4445,4
5757,1
20677,6 2 7
9540,0
2360,3 4 7
8559,6
20385,2 4
13734,5 4
6866,6 3 4
20147,4
18017,6
29907,2
15193,2 4
15412,6 1
15596,6 4
1076,8 4
9870,3
1427,0 1
25799,1
27135,4 7
20085,4
12527,4
21009,7
2837,4
17742,6 4
25102,1
6037,4
14608,4
6233,4 7
27796,4 7
24019,2
16050,0 4
16664,3
28764,6 4
6106,6 4
16634,6
30961,6 5 4
29268,0
27151,0 4
9168,4
23565,4
21158,0
20373,6 4
18525,0
2255,7
8399,1 7
26588,6
15,0
17623,1 4 7
2704,1
21686,6 9 7
20586,0 1
17714,0
29261,6 1
11815,4
25839,6 4
14909,4
2408,4
21619,0
13551,4
26533,2
5656,9
28791,1
21942,6 7
16290,0
17485,6 4
3006,3 4
5708,1
21418,8 4
17321,6 4
2194,6 4
30222,6
25890,2 4
22401,3
23258,4 7
21756,4
23523,6 4
7499,0
3575,4
9417,7
18790,6 2
14561,1 4
7934,1 7
14140,6 2
15250,4 7
5802,8
26256,7
5604,6 5
29154,4
29480,0
25797,6 2
15737,6 7
19988,4
2280,0 9
6105,0 1
4252,5 4
9428,2 4
22695,6
12803,7
8780,7
4884,6 4
25342,2
16486,2
5474,3 1
10260,3
277,6 1
1149,9
12553,3 9 2
13262,9 7
5121,0
30459,6 5
12910,6 5
19631,3 4
25174,6
3055,2
28817,6 4
13880,6
26493,4 7
3300,8
21498,9
24114,1 4
28337,8
11886,1
24702,6 3 4
26009,6
5104,2
27541,6
14616,9
15968,0 4
995,6 4
5423,3 2 4
3365,6 7
4540,9
26841,6
2917,6 5
11501,4
24247,1
21096,7
1269,0 7
26710,3
29230,3 4
11421,6 2
9371,6 1
3441,4
6854,6 5 4
5869,6 2 4 7
20567,2 4
2898,4
20,2 7
16585,6 4
27562,8
12394,4 7
5214,0
3647,6 4
9457,2
28569,8
18308,6 4
18655,1
27611,7
1389,8 4
23712,6 3
28888,6 4
3272,6 4
23163,6 9
14266,6
11457,4
17462,6
26107,1
10105,3 4
4098,7
3689,4
27166,8 6 4
20741,0
5724,4
30953,5 7
19280,4
26920,2
28483,1
12043,1
24199,6 2
28801,0 4
399,9
24668,0 2
143,7
26210,0 2
2052,8 4
27472,9
17943,9
9554,3
26253,0
737,9 7
29833,2
26307,6
27554,2 4
15246,4
5267,0 2 4
30670,6
28527,6 3
13407,6 4
25859,2
29021,8 1
10341,4 7
8993,9
9433,4 7
17733,4 7
18107,4
26985,4
8429,7
14304,6
6940,6 1
18435,2 4
9785,7
28656,4 7
23076,4
21019,4 7
2619,7
14265,6
30699,5
18779,6
28423,1
8279,7
7114,2 4
5004,6
12838,6 4
24879,2 4 7
29204,6 7
3578,7
25689,6 4
24710,6 2
20107,0 4
5781,6
28540,8 6 4
1655,7
23275,4 7
30367,0 4
18564,7
8681,6 4 7
5641,6 4 7
20252,2
6284,3 4 7
7530,6 4
16703,8 4
11736,6 1
8937,4
12133,3 4
30969,4
21518,5
11997,0
1485,1 4
28939,6 1
29112,4
27020,0 7
6276,3
17547,6
2527,9 5
26728,6
25717,0 4
15648,6 4
17089,8
22650,6 4
944,2 4
23853,0 4
3683,4
21846,5 7
26260,4
1848,8 4
8570,3
467,9
16682,3
14507,6
30606,6 4 7
30738,7
8487,6 3 4 7
29126,6 7
23437,7
1583,6 4
25194,4
6300,4
3163,2 4
13497,4
1409,8
12672,0
30501,6 7
15502,6 5 4
28702,8 4
10389,4
23339,4
21198,6
13456,6
6686,4 7
834,9
24255,2
2624,3
13505,6 4
10482,0
7011,8 6
18652,2
2287,6
13417,5
24424,3
28060,8 6 4
10274,4
27418,6
3043,4
29359,0
19001,4
4019,2 4
19584,8 4
2638,6 7
25201,6 4
17667,4 7
15090,3 4
21292,4
19516,0 2 4
322,2 4
26207,1
9235,2 4
15017,9 7
11607,6
17552,6
13884,0
10698,4
13322,7
28326,3 4
30672,4
9384,7
12802,7
18660,2 4
2326,5
19976,7
19091,6
24369,6 4
15027,2 4
13915,3
26587,6
5362,4
42,6 4
27571,0
28286,4
23522,2
22450,3 4
8002,0 4
10158,0
5804,6
11337,0
1787,9
10695,4
4775,6 4
22875,7
9753,9
12940,0 4
2769,6 2
3963,1 4
14839,1 4
23452,6 4
26507,1 4
30604,4
14062,6 7
14144,5 4
21542,3 4 7
11594,7
30570,4
27528,6 4
17364,0 4
30453,6
24472,6 5 4
8366,3 2
9544,4
3464,7
19337,6 1
4858,9
29715,3
6898,6 7
7834,5 4
12129,2
11544,3
28866,2 7
18709,0 2
22321,8 6
2147,3
11197,6 4
22914,2
29369,6 4
8741,0
4555,6 1
6092,4 7
20862,9
5830,6
5835,6 3
7449,6
7184,6 1
5293,4
21838,3
19289,3
8431,4
24925,2 4
24657,0
21113,6 9
14027,3
24858,6 7
8926,6 1
15405,6 1 4
27624,8
14890,5
25371,3
98,0
1603,9 4
29317,1 4
19626,2
14738,4 7
23929,6 9
27444,6
2987,9
26776,4
28958,9
4068,6
18427,1 2
11903,4
3409,0
2949,5 4
18368,2
22662,8 6 4
1181,8 4
2617,4
7885,6 4
20845,1 4
16046,4
20581,8 6
8644,7
752,9
30627,8 4
28971,9
2157,7
18473,1 4
17972,6 4
6283,6
13049,6
21768,9
26158,8 4
4738,8
6643,8
7286,3 7
6736,6 4
16291,6 1 4
10365,6 4
24559,2 4 7
17677,7
15249,2
19019,4
16419,5
29434,4
11009,8 0
3707,5
30271,0
8785,6 1 4
8562,6 4
27167,4
12974,7
8438,6 4
12421,4 7
23616,6
13472,7
29158,5 4
30334,3
238,0
15750,7
28056,6 4
19054,4
9668,4
18589,6 4
6935,9
3103,7
5518,0
6082,7
2187,0 4
4764,6 0 4
15334,4
21485,8 4
6594,0
23193,2 4
9499,3 4
28525,3 4
28662,4
4271,5
24805,6
22364,7
27673,6 1
14379,6 4
3930,4 7
15221,1
8933,2 4
15707,4 7
24768,2 4
728,6
30786,1
13444,5 4
23466,6 1 4
6364,5 4
12575,4
30801,7
16201,3
15665,6 0
12688,8 4
30089,6 4
19146,6
30263,4
17902,9
24248,1
18862,9
7438,1
30485,4
2213,1
26215,9
352,3
16376,4 7
26995,6 1
24488,0
24792,6
22405,5
19343,6 4
18383,5
21117,4 7
27705,0
2585,2
12437,0
2668,3 2
3197,7
6173,6 9
15929,7
15182,6
13676,0
7470,3
18313,5 4
24592,0
27651,9
23361,0
30233,7
1739,6 5
18292,6 1
12214,7
29941,3
11136,7
23756,3
14894,6 2 4
15834,1 4
1854,9
4150,6 1
19341,7
11006,0
19024,4 7
7057,6 3 4
28775,4
4887,6 2
18728,6 4
27922,4 7
23467,0 2 4
17423,2
9255,3
30105,8 6
12254,6 2
13796,6 4
18717,7
23540,3 2
17841,3
13034,0
8468,6 4
25951,1 7
26328,1
6597,0 4
22123,6 4
15286,0 4
25667,1
17721,6 4
14633,8 6 4
9754,6 3 4
3475,9
27876,6 4
14383,4
28977,8 6 4
15400,6 7
18044,4
27539,2 4
21491,7
26234,4
27733,6 2
8931,2 4
6487,2 4 7
11783,6 4
27700,2 4
21813,6 2
30779,3
27669,6 4
1325,6 2 4
853,1 4
30154,4
12244,8 4
2145,3
7383,4 7
12264,6 9 7
26926,4
10519,2 4
15514,6 4
5756,6
3263,0
6956,2
1989,0 2 7
30125,6
28536,4
7867,9
13235,6 4
1317,2
11828,6 3
29863,6
20021,8
8759,9 4
11572,6 7
4182,6 4
24350,6 4
30740,5
5097,6 2
28848,2 4
19913,6 4
4499,7
13819,7
21218,9
4575,6 4
11460,6 0 5
12901,1 4
20664,7
2623,9 4
5829,6 3 4
16113,3
9467,0
28592,6 7
23539,6 4
15448,6
14230,6 4 7
22295,7
14286,2 4
4963,8 4
9616,0 4
26470,4
21058,1
9215,4 7
29087,1 4
29969,4 7
28792,0
12038,7
5108,4 7
28075,4 7
5933,6 4
9957,4
17859,6 4
20824,5 7
11587,1 4
29916,3 9
15004,8 4
19299,0
21777,9
7980,7
7384,9
20627,6 4
23338,6 4
7055,9
15741,3
22333,6 2
24536,0 2
26096,9
25110,2
4261,5
28783,6
4958,7
21361,6 2
30752,1
30471,3
24073,4
8280,5
2112,6 4
3195,4
30260,6 4
18561,5
11169,1
8050,6 0 4
20118,3
17259,4
20827,4
10630,4 7
15563,6 4
966,8 6
5045,6 4
13130,4
22448,3
6678,3 4
17641,6
6238,6
16798,2 4
18619,0 4
6892,0
18183,1 4
30079,7
26813,4
4476,6 1
564,6 3 4 7
24532,3
24473,6 4 7
1391,9
14571,7
25497,4
5921,1
8642,4
6096,3 4
1610,4
5770,6 2
7974,1 4 7
19469,4
3405,1
330,4
1318,3 4
27734,9
2781,4
24178,9 4 7
25415,9
13981,0
27900,7
8049,4
26064,3 4
1261,7
1215,6 9
29205,2 4
8212,7
16280,6 3 4
8195,0 5 4
7888,0
1044,6 3 4
18922,3
15348,4
13303,6 2 4
15374,4
6682,6
9734,2
29377,5
13138,0
16287,0
27407,6 4
13410,6 0
9629,2 4
15600,4
23794,1
9251,4 7
26032,4
1905,5 4
12775,8 4
13773,6 4
1324,2
17009,6 4 7
25432,2 4
30381,7
6416,1
6592,6
29405,8
27612,6 3 4
19191,3 4
13921,8 6
3554,6 4
14494,2
19942,6 5
13433,6 4
3831,8
13974,0 4
28819,8
30379,6 4
17430,9
6859,6
11448,8
14125,9
11070,3 4 7
29533,4
24804,4 7
9455,4 7
26882,8 4
24220,6 4
13723,6
28799,7
10189,5
26869,9
13903,4
19342,2 7
12785,4
25297,8
16333,6 2
24078,8 4
3341,4
28631,2
23084,4
27257,0 4
8009,3 4
23379,0 4
4462,2 4
9803,7
2391,3
22231,3
24441,2 4
22598,6
10454,2 4
24331,4
27036,3 9 2
8269,4
18645,6
23709,2
3423,0
10141,2
29526,8 6
462,3 4
23899,6 4
30108,8 4
3497,6 4
24737,9
23994,9
1411,6
30903,9
7633,4
16660,7
11765,3
10338,6
5585,7
30777,7
25397,0
23157,2 4
9201,6 7
30973,6
20896,2 4
10721,1
14203,1
7389,0 4
15604,0
22157,9
2911,0 5
23808,4
21089,6 4
23245,9
13696,6 9
2686,2 4
12953,5
9241,2
19625,3
6471,2 4
21767,4 7
26544,0 4
20149,9
14720,6 5
27396,2 4
7871,3 4
19700,6 4
11879,2
25035,6 4
21946,6
5253,3
30107,4
30643,2 4
20755,6 4
2984,2 4
29750,2 4
9272,2
25294,1 2
28654,7
5965,6
7757,6
30913,0
10412,4
112,9
1979,6 4
18479,6 4
3715,2 7
5587,8 6 4
14173,8 6
13137,3
30818,4 7
10559,4 7
21448,2
19683,9 7
24491,6 4
12587,5
30202,6
17464,8 6 2 4
28472,6
25869,6 3 4
24352,6
2046,3
24566,6 4
28943,0
14739,0
20067,6 4
6703,6 1 2
7106,3
23263,6 2 4
8754,6
16601,1 7
13549,4
19200,0
25232,7
2535,6 1
5379,3
361,6 4
9509,6 4
3320,0 4
29613,6
26965,4
29624,2 4
2543,9 4
10107,6
25196,2 4
17060,0
12186,4
8876,6 1
13616,4
13018,7
19491,6
17330,6 2
28823,3
30138,4
16319,3
13924,6
9878,6 4
28935,4
14096,3
10596,0
10046,9
20325,6 4
10143,6 2 4
5977,6 4
27964,3 4
2602,3
11413,0 4
18165,4
19449,4
21547,6 4
15655,5
29793,2 4
30841,4
4246,6
24765,6 3
30069,8 4
12383,3
30929,2
6384,6 4
13738,6 5
1007,0
8724,6 2 4
16274,4
15290,2 4
965,3
27298,6 5 4
19433,3 5 4
3986,6 4
11139,0
15041,4
280,4
15115,4
25796,3 4
28113,6 4
21996,6 4
16821,1
17441,4
19680,0 4
22960,6
22663,9
28429,4
18284,8
14678,4 7
268,4
2538,4
9430,0 9
12368,4
31040,8
1746,6
1071,5 4
17878,2 4
3951,3 4
1859,0
2420,6 4
10688,1 4
7985,3 2 4
15791,6 4 7
17463,2 4
23567,3
7939,3 2 4
12964,4
13447,2
8992,2 4
10437,0
26362,4 7
11507,2 4
11770,4
8888,2
30076,0 4
11354,6 9
18827,1 4 7
11107,0
16269,3 5 4
30278,7
8163,3
31057,6
24302,3
7817,9
11097,9 7
27980,9 7
9946,2 4
10443,4
2953,6
18436,4
4513,4
27043,3 4
18662,4
17090,2
26356,4
16254,1
3739,9
6818,4
24347,4
20497,8
20699,2
3322,0
11224,2
2155,9
8925,7
1744,5 4
16807,2 4
4618,8
30496,0
11438,9
6787,4
17521,3 4
22563,6 9 7
262,5 4
10992,1
18740,4
19827,0
19826,3 9
6870,6
11698,4
26320,0
11519,6 4
29368,6 0
27063,6 4
20096,4
21527,6 1
16600,5
1298,4
10682,0
10906,0 2 4
22493,6
14547,6 4
21954,4 7
17059,7
11042,6 3 4
22039,6
7089,3
795,5
30960,7
4016,3 4
29765,6 7
8765,0
16078,6 3 4
6052,3
19435,2
8448,6 4
16507,7
20023,0 1 4
18688,1
24890,6 0
6738,6 1 4
7173,6 4
10306,4
17700,6
13900,6 2
11017,1 7
25682,6
21349,0
18597,6
14459,9 4
14517,4 7
12274,2
11293,2 4
10037,6 1 2
30955,0 4
27086,6 3
9448,6 4
30648,7
5914,7
2499,5
873,0
21891,2 4
5327,1 4
17422,6
8231,3 0 4
28816,1 4
2358,4
15603,6
16819,2 4
28020,6 3 4
7352,3 1
18773,4
25165,6 1 4
27354,1 4
16277,6 4 7
18704,0
3330,4 7
14857,8
18045,5 4
22842,6 7
25008,4 7
1225,4
2181,7
2269,5 4
17687,2
10852,4
3445,4
9373,1
10862,8 4
11079,4
26559,6
4205,4
11663,6 4
21532,3 4
24131,4
21528,4
4331,4
29692,6
19309,6 2 4
12229,6 3 4
2788,0
24868,6
16337,4
617,5 4
11908,3 4 7
4883,0
19825,4 7
23456,9
1745,0 9
2385,7
28094,3
27523,6 1
28726,0 4
28715,6 4
20159,6 2
26934,8 6 7
18958,9
2208,6 4
5739,3 9
12796,4
29780,4
22363,1
11194,6 2
5576,0
4457,1 4
21412,4
1425,4 7
25769,0
25973,5
15681,6 4
11638,0 4
19172,8 4
5162,4
14195,1
17470,6 4
28027,3 4
31047,8 4
24742,6
15079,2
6701,4
15401,1 7
16883,5
10533,6 7
19520,8 4
22798,7
10916,3
8222,6
24618,6 3 4
2083,7
12236,2
28080,7
29071,6 3 2
12158,2
29166,6 7
20000,4
759,4 7
3093,4
25052,6 4 7
17986,8 4
8572,6 1
11613,2 4
2009,0
8516,3 1
3327,6
4029,0
20846,2
22317,7
20453,7
7464,6
13170,0
19783,4
12847,1
2417,6 7
12461,7
18920,0
5704,2
16715,4 7
8779,4
12783,6
18548,0
27963,4
10181,6 2 4
24169,0 4
12582,6 4
23536,7
24961,2
7849,4
4987,6 0
21384,0
10576,6 3
17288,2 4
14751,0
30718,4
27522,8 4
15895,6 7
10102,8 4 7
26694,6
22515,1
440,6
26695,6
3625,4
1669,9
25071,9 4
22119,1 4
16793,1
29336,8 4
4620,9
18141,1 4
7136,6 4
15843,6 3 4
30580,4
24144,3
29025,6 2
15153,9
21992,6 2
554,3 9
13242,0
561,3 4
24652,6 4
13804,3
24266,1
22975,8 6 4
20673,6 0 4
6521,5
16138,6 1
11424,3 4 7
10821,0
18235,2
18242,2 4 7
25068,6 2 4 7
21388,4 7
10318,0 2 7
22407,0
6903,0 4
919,8
17912,9 5
2013,2
22069,0 4
5581,6
15233,6 3 4
16483,4
7259,8
12340,6 7
176,5
1155,0 4
27232,6 4
29670,7
20289,0 9
4064,1
12365,2 4
12573,6
20189,3
21503,6 9 7
1736,3
13396,9
20666,6 0
24893,9
17536,0 4
10052,4
25199,6 2 4
15979,4
25907,6 7
28124,7
13581,4
28278,1
14637,1
945,6 1
1062,6 4
23627,0
5721,3
26939,4
4692,9
5918,4
30673,5
833,2
5962,6
25910,4 7
9854,6 7
14704,7
488,1 4
15228,2 4
24070,0 2
6421,8
5617,9
4578,6 2
27271,0
7695,8
23003,6 7
24977,1
18978,3
13368,2 4
30542,6 1
6603,6 4
11239,1
14165,4 7
9618,8
24611,0
7565,6 4
16223,6
13000,1
15945,6 2 4
3302,6 2
4256,2 4
20384,8
23401,6 2 4
6897,7
18234,9
17187,5 4
14414,7
23332,4
25215,1 4
5920,5
9094,6
30441,6 4
390,4
11962,4
22491,1
24861,2
22190,8 6 4
21734,6 4
26671,6 9
21478,4
862,4
4316,4
10784,9
15951,6 4
7335,4
29411,4 7
14141,6 4
28740,0
30034,6 7
13361,1 4
15672,0
18019,4 7
13781,8
21609,4
18366,0 5
12269,6 1 4
25554,2 4
21935,4
384,4
21706,0
8955,7
13513,6
25753,5
2423,1
3003,4
19731,0
25479,4
25757,1 4
11125,6 4
6098,6 4 7
26338,6
23716,6 2 4
6800,1
8659,6 4
4538,5 4
4177,4
7065,4
263,8 4
15275,9
1144,6 4
29848,7
7440,5 4
23144,8
20174,6 2
1519,9
1927,1 4
27322,6 4
19037,3 4
16122,3 7
23502,3
10134,6 4 7
13664,2
23749,1 4
12217,2
3024,3
18690,3
12707,2
25745,0
22864,4
17518,6 7
22175,0 4
25185,6
9539,0 4
1636,5
16279,6
22061,2
10803,4
1090,6 1 2
3009,3
283,4 7
14384,8 4
21975,6 7
